Text	Start Time (s)	duration	label
second smoke comes down another tap	8331.48	4.321	1
utility baiting out zel is trying to get	8333.44	4.2	1
some right clicks everybody's hiding in	8335.8	3.919	1
the thick of the spark but there's that	8337.64	4.561	1
first Blood finally inside the a site as	8339.72	4.561	1
Q moves forward now being pressured by	8342.2	4.04	0
zel's right click classic coming	8344.28	3.96	1
through that's really going to SL the	8346.24	3.72	1
bleeding after this loud is in a	8348.24	3.88	1
beautiful setup towards the end better	8349.96	4.559	0
Weaponry last player standing even	8352.12	5.04	0
better health so much more confidence	8354.52	4.761	1
coming out of these loud strategies we	8357.16	5.159	1
just saw loud tempt the plant without	8359.28	5.68	1
having showers control knowing how much	8362.32	4.841	1
it would RI up send they only had a	8364.96	3.96	0
smoke covering shower that doesn't	8367.16	3.199	0
prevent anything they were accepting	8368.92	2.759	0
mollies they were getting shot while	8370.36	3.881	0
planning loud wanted to take that fight	8371.68	5.04	0
and qck as you said pushing through to	8374.24	5.76	0
break that defensive smoke absolutely	8376.72	6.441	0
threw sen off nicely done here by loud	8380.0	5.559	1
to get another round secured they do it	8383.16	3.8	1
differently too giving sen a different	8385.56	3.641	1
look to work work with John C is going	8386.96	4.0	1
to have Al for next round but loud's	8389.2	3.4	1
feeling good on the momentum and they'll	8390.96	4.479	1
have Cowen Zen probably on Al along with	8392.6	5.36	1
tuis so we'll see this again once once	8395.44	4.841	1
qck got to that right side it caused a	8397.96	3.2	0
lot of	8400.28	3.96	0
trouble and then it was just hunting	8401.16	5.44	1
after that with blood in the water yeah	8404.24	3.68	1
thankfully those silver letting for	8406.6	2.879	1
Sentinels the Phantom that they save in	8407.92	3.24	1
a previous round became the Phantom they	8409.48	4.161	1
save into this round and also on top of	8411.16	4.76	1
that the economy has been built up also	8413.64	4.679	0
in the ult economy that he could now	8415.92	3.96	0
finally maybe start using that	8418.32	2.641	0
dimensional	8419.88	4.559	0
drift are moving up here for information	8420.96	5.399	0
and control T positioning all the way	8424.44	4.201	0
towards the left side as well and could	8426.36	5.12	0
TP instantly towards the a site should L	8428.64	5.56	0
try to pressure in the pit the John cuti	8431.48	5.681	0
just plays down towards	8434.2	2.96	0
mid Saucy look at me not at T oh the	8437.32	7.481	0
spam through the bottom left corner and	8442.16	5.239	0
a punish as T was looking for a Hero	8444.8	3.88	0
play to trade her right back and maybe	8447.4	4.401	1
TP away so that's two players falling	8448.68	5.08	1
down sashy alone on the anchor towards	8451.8	4.48	1
the back of the	8453.76	2.52	1
site it's again the 1 V one prowess	8456.68	5.4	1
right now that loud's able to hit	8459.72	4.48	1
Sentinels isn't finding these kills from	8462.08	4.2	1
tens or just the members trying to do	8464.2	3.76	1
their own little excursions here like	8466.28	3.32	1
they were on previous maps of this	8467.96	5.359	1
series loud is tightening everything up	8469.6	5.2	1
it looks like they could get this entry	8473.32	4.281	1
into B to count as well s's been good	8474.8	4.559	1
anchoring the back of the aide of split	8477.6	3.56	1
can do it this time around on B no looks	8479.36	3.641	1
like the fall line the side of it just	8481.16	5.199	0
hit him and Sak's able to punish him for	8483.0	5.72	0
trying to Anchor solo and do the hero	8486.36	4.761	1
play last two guys will most likely save	8488.72	4.36	1
at this	8491.12	5.16	1
point and they still have Cowen Zen's	8493.08	5.76	1
alt after the frags on this round	8496.28	4.92	1
they've been cycling so well here to get	8498.84	4.08	1
themselves in the sight sodx is going to	8501.2	4.239	1
be coming up soon I think these next	8502.92	5.12	1
rounds van silly uh if maybe even a	8505.44	5.201	1
timeout of for how Sentinels are going	8508.04	4.92	1
to use this showstopper is it is it to	8510.64	4.799	0
put pressure on and z and tens are are	8512.96	4.12	0
activated right are they going to use it	8515.44	3.401	1
for a retake because right now the	8517.08	5.0	0
retakes do not seem like their Sentinels	8518.84	5.08	1
doesn't have enough room to get the	8522.08	4.399	0
retake they want I should say so that's	8523.92	5.0	0
going to be a question how is this	8526.48	3.92	1
showstopper going to turn it around for	8528.92	3.76	1
sun it's definitely hard to get the room	8530.4	4.641	0
or to retake when you're losing players	8532.68	4.6	0
in the process of what loud is currently	8535.04	4.56	1
doing and really picking players apart	8537.28	4.76	1
in their positioning Within These sights	8539.6	4.16	0
so yeah you might come down to those	8542.04	4.04	1
plays where you have such a low buy	8543.76	3.96	1
right now for Sentinels it could be a	8546.08	3.96	1
potential just half buy with rifles and	8547.72	4.56	1
you have to do that hero play potential	8550.04	4.48	1
with the hey let's Hail Mary towards	8552.28	4.24	1
short the amount of times here that	8554.52	3.879	1
Sentinels or should I say loud try to	8556.52	3.76	1
contact up towards short and really try	8558.4	3.96	1
to execute through the brimstone smokes	8560.28	3.36	1
it could be one of those hey let's try	8562.36	3.481	1
to flash let's try to showstop her get	8563.64	3.92	1
one for trouble second hopefully your	8565.84	2.96	1
Rocket's going to get two or something	8567.56	3.2	1
like	8568.8	5.679	1
that or short a I should say let's get	8570.76	5.36	1
this started the fans are ready time	8574.48	3.681	1
out's over and we're back on to bind	8576.12	5.12	1
here 5-1 loud looking to bring us to a	8578.16	4.52	1
map five with the momentum they	8581.24	5.8	1
currently have let's do it Vance zela	8582.68	5.799	1
taking control of shower so there's no	8587.04	3.68	1
early smoke moving out towards the	8588.48	4.801	0
extremities of short a looks like we had	8590.72	4.24	0
a nice flash that came out from sedak	8593.28	2.8	0
though on the top of the palm tree	8594.96	3.08	1
blinding two players gets the pick on to	8596.08	4.6	1
10 not allowing Z to really move forward	8598.04	5.0	1
with the showstar per Satchel from the	8600.68	5.96	0
APC beautifully done here by the IGA	8603.04	6.12	0
sedak off this timeout anticipating some	8606.64	4.2	0
sort of pressure towards short and that	8609.16	4.279	0
flash was	8610.84	5.2	0
everything walk forward the first	8613.44	5.561	0
Contact in the continuous kills out of	8616.04	5.76	1
Sentinels Spike down at the same time	8619.0	5.84	1
Seekers coming out now know that sedak	8621.8	5.639	0
now pivoted across short toward towards	8624.84	3.479	0
the	8627.44	3.201	1
Sands while his teammates beting up with	8628.32	4.641	1
him here in the back of the	8630.64	4.679	1
fountain so look at Sentinels how do	8632.96	3.56	1
they want to Pip this they keep it	8635.32	4.04	1
towards a 2 two re gaining control	8636.52	4.799	1
towards hookah so they can spray on one	8639.36	5.641	0
side they' flow TPS towards the a site	8641.32	5.16	0
you have two players pushed up in their	8645.0	4.52	0
area to watch that as well slow movement	8646.48	5.521	1
through octagon they have to tempt	8649.52	5.08	1
everything here hoping to find either	8652.0	5.68	1
util or that	8654.6	4.839	1
and it's only it's it's Buddy system	8657.68	5.4	1
right now right movement from John C and	8659.44	5.681	1
sashy they will not part from each other	8663.08	4.04	1
just the flank watch on the other side	8665.12	3.159	1
and then they collapse once they know	8667.12	3.08	1
the spike is down here but right now zel	8668.28	5.2	1
is in range here if it did come a moment	8670.2	4.96	1
where these players fell down towards	8673.48	5.321	0
long B they had the oral strike so time	8675.16	6.0	0
was pressur for allow and it did not	8678.8	4.72	0
take advantage of the time left for sure	8681.16	5.6	1
allowed 5 to2 now as s pick up another	8683.52	4.32	1
round	8686.76	3.0	1
and just a note let's be sure we're	8687.84	4.08	1
cheering for the results not the buildup	8689.76	4.92	1
to the result to keep these players in	8691.92	4.479	1
the mode they need to be in and focused	8694.68	3.599	1
on just the	8696.4	4.681	1
kills good push good play sen come up	8698.28	4.401	1
with another round and now it's going to	8701.08	4.199	1
be three to three on these big time	8702.68	4.4	1
ultimates that that guy is definitely	8705.28	3.841	1
not smiling he is not smiling right now	8707.08	3.88	1
they're having trouble finding a way to	8709.12	3.72	1
break that smile we saw the other guys	8710.96	4.519	1
too noting	8712.84	5.8	1
it all right three towards a here and	8715.48	5.761	1
the split still from loud to prepare	8718.64	4.48	1
themselves for a push tens hasn't been	8721.24	3.68	1
able to get as much space as he did last	8723.12	3.159	1
time I know he keeps saying that but	8724.92	5.04	1
they're really really cutting him	8726.28	3.681	1
close it's 10's close range with the TP	8730.68	6.4	1
Z first Contact once again there's that	8734.44	4.321	1
jump spot tens is getting ready for the	8737.08	3.04	1
left side if there's going to be a	8738.76	3.88	1
rewing Les setting out for an orb late	8740.12	4.84	1
towards	8742.64	2.32	1
U-Haul already activates it up but this	8745.48	4.721	1
is going to be good information here for	8748.88	2.76	1
Sentinels cuz nobody's really moving	8750.2	3.0	1
behind even the boombot to try to bait	8751.64	4.4	1
it out Willow be ready for the position	8753.2	4.6	1
of where T is at at the corner when the	8756.04	5.64	1
TP is also gone 10 now in a position of	8757.8	7.639	1
a one and done well lder looking to	8761.68	5.4	1
activate with the N command towards the	8765.44	5.081	1
a site full execution coming	8767.08	5.64	1
through hands around the corner there's	8770.52	5.839	0
that first shot Les falls down Q also	8772.72	7.12	0
heavily as try to move out towards the	8776.36	5.92	0
showers and off to run it back two	8779.84	4.559	0
players instantly fall for Sentinels	8782.28	4.08	0
trying to delay trying to deny is the	8784.4	4.321	0
old strike coming down from zelus at 1	8786.36	4.881	0
HP off the PCH allowing the flank to	8788.72	3.559	1
happen from	8791.24	3.84	1
Sashi now in more delays there's 15	8792.28	4.921	1
seconds left Q decides to push forward	8795.08	4.16	1
and they flip the sight loud is now	8797.2	4.52	1
planning for spawn while they had the	8799.24	5.079	1
Rolling Thunder to work with look at	8801.72	4.92	1
that position you saw that KUSI ran	8804.32	4.281	1
through through the get position toward	8806.64	3.839	1
showers so this is looking really good	8808.6	3.6	1
for L on a pulse	8810.48	4.681	1
PL moving in not too much util there the	8812.2	4.44	1
heels are already been	8815.16	4.84	1
had Q nobody's going to focus on this no	8816.64	7.52	1
way gets it 3K for qk remember the	8820.0	6.279	1
ultimate was just used recently halfway	8824.16	4.72	1
there already can really start to flex	8826.28	4.401	1
into the sight and they get that	8828.88	4.04	1
ultimate out of Cowen Zine finally to	8830.68	4.48	1
make it work been holding on to that	8832.92	4.479	1
just to make sure it was right and they	8835.16	5.8	1
do collect the W 6 to2	8837.4	6.441	1
now loud starting to show a lot of	8840.96	5.16	1
confidence that we were looking for in	8843.84	5.519	1
the first two maps where do they	8846.12	6.359	1
go just a split to the right side sadak	8849.36	4.881	1
is going to be the one who is on the	8852.48	3.92	1
lurk as per usual this is the way we	8854.24	4.44	1
usually see it when SED Do's on the sky	8856.4	3.561	1
when he's on something that can info	8858.68	2.799	1
detect here he'll still be able to do it	8859.96	4.439	1
a bit with a knife and just his	8861.48	5.88	1
eyeballs slow push from t	8864.4	5.92	1
and Sentinels playing more receptive now	8867.36	4.641	1
to what loud is trying to put onto the	8870.32	2.801	0
map they aren't getting these	8872.0	3.6	0
extremities checked as much hooka seems	8873.12	5.8	0
to be very important for loud to one to	8875.6	4.92	0
get that to get John cue but they've	8878.92	3.68	0
tempted it a lot they Faultline it a lot	8880.52	4.08	0
just to mess with hookah exactly it	8882.6	3.0	0
seems as though it was something that	8884.6	2.6	1
SEL was trying to read on the game plan	8885.6	3.2	1
but we hold that thought SEL after	8887.2	4.0	1
losing a player trying to gain some more	8888.8	4.88	1
control information by contacting down	8891.2	5.96	1
towards long be and now they jump spot	8893.68	5.16	1
actually just a quick jiggle from Ze to	8897.16	3.4	1
see the other two they're going to have	8898.84	4.76	1
to Turtle back into B	8900.56	3.04	0
site but yeah looking at how loud likes	8904.2	5.48	0
to pressure towards hookah but the first	8908.04	4.239	0
few rounds they haven't done it SEL	8909.68	4.24	1
realized okay we can do the Trap plays	8912.28	4.401	1
with the TPS now so they let it go and	8913.92	4.439	1
it allows loud in round number nine to	8916.68	2.88	1
actually do that execution to get the	8918.36	3.361	1
pick but not before now the execution	8919.56	3.839	1
towards the aide the show stopper out	8921.72	3.88	1
from Z landing on the	8923.4	4.161	1
cow	8925.6	4.36	1
though once again doing some hero plays	8927.56	4.48	1
just inside that smoke as T walking	8929.96	3.88	1
